0.0469,0.0030
0.0379,0.0019
0.0220,0.0030
0.0310,0.0030
0.0289,0.0019
0.0360,0.0030
0.0299,0.0009
0.0320,0.0060
0.0320,0.0069
0.0350,0.0070
0.0319,0.0119
0.0350,0.0160
0.0320,0.0150
0.0349,0.0209
0.0340,0.0020
0.0329,0.0040
0.0319,0.0059
0.0350,0.0099
0.0309,0.0059
0.0370,0.0180
0.0339,0.0009
0.0320,0.0020
0.0309,0.0049
0.0350,0.0099
0.0309,0.0060
0.0440,0.0020
0.0309,0.0030
0.0350,0.0030
0.0279,0.0030
0.0329,0.0039
0.0329,0.0039
0.0340,0.0090
0.0309,0.0130
0.0339,0.0139
0.0329,0.0159
0.0340,0.0220
0.0339,0.0020
0.0339,0.0059
0.0310,0.0080
0.0349,0.0079
0.0320,0.0099
0.0350,0.0150
0.0320,0.0140
0.0389,0.0019
0.0290,0.0030
0.0340,0.0050
0.0309,0.0020
0.0350,0.0120
0.0309,0.0120
0.0369,0.0169
0.0320,0.0020
0.0350,0.0020
0.0299,0.0050
0.0349,0.0089
0.0329,0.0099
0.0350,0.0139
0.0310,0.0130
0.0379,0.0020
0.0369,0.0030
0.0280,0.0039
0.0329,0.0039
0.0329,0.0099
0.0320,0.0110
0.0349,0.0160
0.0360,0.0019
0.0320,0.0020
0.0320,0.0040
0.0339,0.0079
0.0309,0.0069
0.0350,0.0130
0.0320,0.0110
0.0349,0.0149
0.0360,0.0019
0.0329,0.0039
0.0290,0.0049
0.0370,0.0080
0.0309,0.0090
0.0350,0.0120
0.0319,0.0130
0.0390,0.0019
0.0339,0.0019
0.0280,0.0020
0.0350,0.0040
0.0339,0.0090
0.0290,0.0069
0.0360,0.0120
0.0420,0.0020
0.0289,0.0019
0.0320,0.0020
0.0320,0.0050
0.0309,0.0060
0.0350,0.0099
0.0379,0.0019
0.0360,0.0019
0.0299,0.0029
0.0300,0.0040
0.0309,0.0050
0.0339,0.0079
0.0320,0.0099
0.0360,0.0130
0.0390,0.0020
0.0309,0.0019
