0.0399,0.0
0.0249,0.0119
0.0310,0.0180
0.0320,0.0190
0.3129,0.0
0.0230,0.0110
0.0319,0.0109
0.0320,0.0139
0.0320,0.0139
0.0320,0.0150
0.0319,0.0149
0.0480,0.0329
0.0320,0.0199
0.0319,0.0189
0.0320,0.0199
0.0320,0.0199
0.0320,0.0220
0.0319,0.0209
0.0320,0.0239
0.0320,0.0230
0.0319,0.0239
0.0320,0.0260
0.0320,0.0260
0.0480,0.0430
0.0319,0.0119
0.0320,0.0120
0.0320,0.0130
0.0319,0.0139
0.0320,0.0149
0.0329,0.0160
0.0310,0.0150
0.0319,0.0169
0.0320,0.0169
0.0320,0.0199
0.0320,0.0210
0.0479,0.0369
0.0310,0.0210
0.0319,0.0209
0.0329,0.0230
0.0320,0.0239
0.0320,0.0230
0.0319,0.0249
0.0320,0.0260
0.0320,0.0099
0.0320,0.0270
